family,n,m,k_colors,average_degree,realized_average_degree,trial,seed,recolor_steps,sweeps,node_evaluations,activation_count,initial_potential,final_potential,converged,edge_bound,degree_square_sum
ba,100,564,8,12.0,11.28,11,3616570385,53,0,278,278,75,3,True,564,17248
ba,100,564,8,12.0,11.28,12,2528623453,44,0,196,196,72,2,True,564,17918
ba,100,564,8,12.0,11.28,13,4137280077,36,0,269,269,63,4,True,564,17224
ba,100,564,8,12.0,11.28,14,611731640,51,0,288,288,78,1,True,564,18254
ba,100,564,8,12.0,11.28,15,2718857179,44,0,404,404,64,3,True,564,17256
ba,100,564,8,12.0,11.28,16,2563372933,39,0,316,316,49,0,True,564,17702
ba,100,564,8,12.0,11.28,17,2035302948,44,0,235,235,68,3,True,564,17576
ba,100,564,8,12.0,11.28,18,445042961,39,0,808,808,67,5,True,564,18156
ba,100,564,8,12.0,11.28,19,3711551758,51,0,455,455,79,4,True,564,18580
ba,100,564,8,12.0,11.28,20,2194697874,50,0,441,441,76,3,True,564,18062
ba,100,564,8,12.0,11.28,21,11931252,52,0,371,371,76,2,True,564,17762
ba,100,564,8,12.0,11.28,22,2052892233,46,0,419,419,72,3,True,564,18508
ba,100,564,8,12.0,11.28,23,3982609049,51,0,388,388,72,2,True,564,17828
ba,100,564,8,12.0,11.28,24,2642021321,45,0,420,420,60,3,True,564,17530
ba,100,564,8,12.0,11.28,25,2681750077,48,0,515,515,75,2,True,564,17276
ba,100,564,8,12.0,11.28,26,477034516,41,0,283,283,66,1,True,564,16922
ba,100,564,8,12.0,11.28,27,2434441061,49,0,451,451,68,1,True,564,16988
ba,100,564,8,12.0,11.28,28,1785437531,46,0,544,544,65,3,True,564,17554
ba,100,564,8,12.0,11.28,29,3497771830,45,0,445,445,68,2,True,564,17190
ba,100,564,8,12.0,11.28,30,1886735730,50,0,267,267,68,3,True,564,18140
ba,100,564,8,12.0,11.28,31,2526279226,48,0,272,272,81,2,True,564,17492
ba,100,564,8,12.0,11.28,32,2352858902,48,0,369,369,79,1,True,564,16664
ba,100,564,8,12.0,11.28,33,3363646340,41,0,472,472,63,5,True,564,17838
ba,100,564,8,12.0,11.28,34,2758989311,53,0,394,394,76,1,True,564,17904
ba,100,564,8,12.0,11.28,35,793943366,54,0,314,314,78,4,True,564,17462
ba,100,564,8,12.0,11.28,36,3365454868,45,0,410,410,82,4,True,564,18228
ba,100,564,8,12.0,11.28,37,2233654157,43,0,480,480,68,1,True,564,17620
ba,100,564,8,12.0,11.28,38,427850543,45,0,279,279,72,3,True,564,17974
ba,100,564,8,12.0,11.28,39,3197463636,48,0,417,417,82,3,True,564,19004
ba,200,1164,8,12.0,11.64,0,3057205803,104,0,1164,1164,161,5,True,1164,43104
ba,200,1164,8,12.0,11.64,1,4025739403,101,0,1023,1023,152,5,True,1164,40836
ba,200,1164,8,12.0,11.64,2,3341575739,91,0,888,888,142,12,True,1164,41380
ba,200,1164,8,12.0,11.64,3,3320247318,97,0,975,975,142,7,True,1164,40644
ba,200,1164,8,12.0,11.64,4,3485665286,91,0,1195,1195,137,2,True,1164,41746
ba,200,1164,8,12.0,11.64,5,1123999942,98,0,897,897,135,9,True,1164,40614
ba,200,1164,8,12.0,11.64,6,3777670591,94,0,479,479,159,7,True,1164,43300
ba,200,1164,8,12.0,11.64,7,2446035955,98,0,1227,1227,153,6,True,1164,41594
ba,200,1164,8,12.0,11.64,8,3420557357,96,0,812,812,166,7,True,1164,41348
ba,200,1164,8,12.0,11.64,9,3364488221,103,0,696,696,159,3,True,1164,40900
ba,200,1164,8,12.0,11.64,10,431627246,100,0,931,931,170,13,True,1164,42288
ba,200,1164,8,12.0,11.64,11,2142707271,84,0,807,807,127,7,True,1164,40944
ba,200,1164,8,12.0,11.64,12,2364749627,103,0,1093,1093,146,3,True,1164,42140
ba,200,1164,8,12.0,11.64,13,861325003,85,0,578,578,141,6,True,1164,41516
ba,200,1164,8,12.0,11.64,14,2280295715,92,0,1176,1176,139,8,True,1164,42090
ba,200,1164,8,12.0,11.64,15,3230826504,91,0,1233,1233,136,8,True,1164,42246
ba,200,1164,8,12.0,11.64,16,3363975397,86,0,787,787,129,8,True,1164,43400
ba,200,1164,8,12.0,11.64,17,148855810,89,0,981,981,148,4,True,1164,45364
ba,200,1164,8,12.0,11.64,18,1563911557,96,0,1041,1041,158,4,True,1164,41406
ba,200,1164,8,12.0,11.64,19,2112700209,80,0,1386,1386,126,7,True,1164,40854
ba,200,1164,8,12.0,11.64,20,3464633115,94,0,766,766,128,5,True,1164,44046
ba,200,1164,8,12.0,11.64,21,1646611288,104,0,752,752,166,6,True,1164,45172
ba,200,1164,8,12.0,11.64,22,1934701341,99,0,835,835,145,5,True,1164,44154
ba,200,1164,8,12.0,11.64,23,1996024633,95,0,2023,2023,140,9,True,1164,43048
ba,200,1164,8,12.0,11.64,24,2835031773,97,0,708,708,156,5,True,1164,43150
ba,200,1164,8,12.0,11.64,25,2987879490,93,0,741,741,149,8,True,1164,41388
ba,200,1164,8,12.0,11.64,26,1090648213,83,0,888,888,130,6,True,1164,42580
ba,200,1164,8,12.0,11.64,27,786582160,104,0,793,793,163,8,True,1164,42910
ba,200,1164,8,12.0,11.64,28,2944025819,99,0,1160,1160,145,6,True,1164,43268
ba,200,1164,8,12.0,11.64,29,3936522854,88,0,937,937,142,6,True,1164,41766
ba,200,1164,8,12.0,11.64,30,2813633304,105,0,1376,1376,151,5,True,1164,44440
ba,200,1164,8,12.0,11.64,31,1125261931,101,0,1232,1232,151,6,True,1164,42392
ba,200,1164,8,12.0,11.64,32,1184987153,99,0,1335,1335,155,6,True,1164,41750
ba,200,1164,8,12.0,11.64,33,1680804685,97,0,880,880,151,7,True,1164,43790
ba,200,1164,8,12.0,11.64,34,1495455583,91,0,980,980,137,2,True,1164,43876
ba,200,1164,8,12.0,11.64,35,1068183286,96,0,902,902,145,5,True,1164,45332
ba,200,1164,8,12.0,11.64,36,94629494,89,0,666,666,149,5,True,1164,44070
ba,200,1164,8,12.0,11.64,37,3551181022,99,0,919,919,142,6,True,1164,42128
ba,200,1164,8,12.0,11.64,38,973228381,94,0,1245,1245,143,8,True,1164,42420
ba,200,1164,8,12.0,11.64,39,4218082170,98,0,618,618,167,6,True,1164,41322
ba,400,2364,8,12.0,11.82,0,3514338312,186,0,1511,1511,295,7,True,2364,98496
ba,400,2364,8,12.0,11.82,1,2148236826,194,0,2047,2047,296,13,True,2364,99246
ba,400,2364,8,12.0,11.82,2,1007926958,187,0,1890,1890,276,15,True,2364,102032
ba,400,2364,8,12.0,11.82,3,3801305761,205,0,1846,1846,303,9,True,2364,93608
ba,400,2364,8,12.0,11.82,4,4225697360,180,0,2294,2294,289,14,True,2364,96952
ba,400,2364,8,12.0,11.82,5,139312499,183,0,3254,3254,283,11,True,2364,97314
ba,400,2364,8,12.0,11.82,6,2563377573,184,0,1581,1581,295,11,True,2364,96916
ba,400,2364,8,12.0,11.82,7,1957747466,183,0,2182,2182,300,14,True,2364,97054
ba,400,2364,8,12.0,11.82,8,86355786,199,0,2313,2313,299,11,True,2364,95868
ba,400,2364,8,12.0,11.82,9,4260722627,194,0,1937,1937,302,10,True,2364,95814
ba,400,2364,8,12.0,11.82,10,4253713839,193,0,1968,1968,285,10,True,2364,95192
ba,400,2364,8,12.0,11.82,11,595894191,197,0,2219,2219,303,10,True,2364,97284
ba,400,2364,8,12.0,11.82,12,19613293,194,0,2383,2383,292,13,True,2364,102702
ba,400,2364,8,12.0,11.82,13,2511786970,199,0,2126,2126,308,9,True,2364,102396
ba,400,2364,8,12.0,11.82,14,991960050,205,0,1752,1752,331,17,True,2364,96706
ba,400,2364,8,12.0,11.82,15,2899886203,169,0,2340,2340,277,15,True,2364,94822
ba,400,2364,8,12.0,11.82,16,3553936804,188,0,2058,2058,287,9,True,2364,101862
ba,400,2364,8,12.0,11.82,17,359773133,173,0,1811,1811,268,11,True,2364,94064
ba,400,2364,8,12.0,11.82,18,212289962,185,0,1673,1673,289,11,True,2364,94320
ba,400,2364,8,12.0,11.82,19,997567432,170,0,2543,2543,260,10,True,2364,94328
ba,400,2364,8,12.0,11.82,20,3262632529,180,0,1914,1914,292,12,True,2364,98546
ba,400,2364,8,12.0,11.82,21,3727127033,181,0,1821,1821,251,11,True,2364,101566
ba,400,2364,8,12.0,11.82,22,898333672,184,0,2000,2000,298,10,True,2364,97044
ba,400,2364,8,12.0,11.82,23,2777339653,189,0,1701,1701,291,9,True,2364,100484
ba,400,2364,8,12.0,11.82,24,1839130043,187,0,2406,2406,282,11,True,2364,98582
ba,400,2364,8,12.0,11.82,25,1939661587,189,0,1531,1531,316,10,True,2364,97492
ba,400,2364,8,12.0,11.82,26,2419377130,192,0,1786,1786,295,11,True,2364,94628
ba,400,2364,8,12.0,11.82,27,2507255832,196,0,2508,2508,309,8,True,2364,95252
ba,400,2364,8,12.0,11.82,28,4061969316,187,0,1919,1919,285,11,True,2364,93386
ba,400,2364,8,12.0,11.82,29,1492811693,200,0,1805,1805,304,15,True,2364,92960
ba,400,2364,8,12.0,11.82,30,2391270490,180,0,2537,2537,288,9,True,2364,94162
ba,400,2364,8,12.0,11.82,31,68683075,182,0,2392,2392,291,12,True,2364,98306
ba,400,2364,8,12.0,11.82,32,1072818831,207,0,1631,1631,315,17,True,2364,100368
ba,400,2364,8,12.0,11.82,33,2867977626,199,0,1894,1894,305,14,True,2364,90472
ba,400,2364,8,12.0,11.82,34,2073647930,204,0,1485,1485,322,14,True,2364,94598
ba,400,2364,8,12.0,11.82,35,1658711398,200,0,2601,2601,299,13,True,2364,97514
ba,400,2364,8,12.0,11.82,36,1372030147,186,0,1432,1432,277,12,True,2364,100804
ba,400,2364,8,12.0,11.82,37,2027655838,196,0,2801,2801,305,13,True,2364,97144
ba,400,2364,8,12.0,11.82,38,1844433578,175,0,1897,1897,303,11,True,2364,96078
ba,400,2364,8,12.0,11.82,39,4145494908,165,0,1683,1683,253,20,True,2364,95982
ba,800,4764,8,12.0,11.91,0,1103531094,387,0,6160,6160,584,29,True,4764,208404
ba,800,4764,8,12.0,11.91,1,58093740,374,0,4936,4936,564,21,True,4764,216350
ba,800,4764,8,12.0,11.91,2,2379187080,371,0,4853,4853,579,18,True,4764,202020
ba,800,4764,8,12.0,11.91,3,2141994065,405,0,3835,3835,593,25,True,4764,218892
ba,800,4764,8,12.0,11.91,4,1757527577,380,0,4931,4931,590,26,True,4764,212342
ba,800,4764,8,12.0,11.91,5,1811106398,412,0,5906,5906,622,22,True,4764,207692
ba,800,4764,8,12.0,11.91,6,2348554589,369,0,4445,4445,574,33,True,4764,216028
ba,800,4764,8,12.0,11.91,7,171993194,382,0,4373,4373,552,21,True,4764,211972
ba,800,4764,8,12.0,11.91,8,3605887803,330,0,3860,3860,516,28,True,4764,209604
ba,800,4764,8,12.0,11.91,9,2196371942,392,0,4825,4825,616,28,True,4764,220790
ba,800,4764,8,12.0,11.91,10,2148129115,364,0,5169,5169,585,26,True,4764,208196
ba,800,4764,8,12.0,11.91,11,2031348417,393,0,4507,4507,591,23,True,4764,218734
ba,800,4764,8,12.0,11.91,12,2904704677,388,0,5169,5169,584,22,True,4764,219102
ba,800,4764,8,12.0,11.91,13,2529561007,389,0,4327,4327,597,29,True,4764,217120
ba,800,4764,8,12.0,11.91,14,1560624472,372,0,3932,3932,578,18,True,4764,208954
ba,800,4764,8,12.0,11.91,15,3175177593,405,0,4177,4177,637,28,True,4764,218192
ba,800,4764,8,12.0,11.91,16,606466014,375,0,4415,4415,571,23,True,4764,205234
ba,800,4764,8,12.0,11.91,17,2067192959,378,0,5109,5109,599,23,True,4764,207528
ba,800,4764,8,12.0,11.91,18,2966744132,398,0,4612,4612,608,27,True,4764,237638
ba,800,4764,8,12.0,11.91,19,160715502,396,0,5726,5726,615,29,True,4764,220702
ba,800,4764,8,12.0,11.91,20,1059017690,368,0,5421,5421,585,34,True,4764,210946
ba,800,4764,8,12.0,11.91,21,3350108927,383,0,3430,3430,601,24,True,4764,223720
ba,800,4764,8,12.0,11.91,22,1091288545,381,0,3605,3605,608,31,True,4764,223300
ba,800,4764,8,12.0,11.91,23,1235428342,370,0,4755,4755,593,34,True,4764,215026
ba,800,4764,8,12.0,11.91,24,2498354249,386,0,3828,3828,601,25,True,4764,207270
ba,800,4764,8,12.0,11.91,25,3494476833,380,0,4901,4901,603,29,True,4764,223570
ba,800,4764,8,12.0,11.91,26,2260869659,372,0,4536,4536,579,30,True,4764,224646
ba,800,4764,8,12.0,11.91,27,562865632,360,0,5342,5342,591,26,True,4764,215090
ba,800,4764,8,12.0,11.91,28,3637996570,394,0,6797,6797,603,24,True,4764,219180
ba,800,4764,8,12.0,11.91,29,2531917543,383,0,5055,5055,596,20,True,4764,203532
ba,800,4764,8,12.0,11.91,30,2308620336,375,0,4027,4027,597,24,True,4764,219568
ba,800,4764,8,12.0,11.91,31,339277284,388,0,4150,4150,575,18,True,4764,213334
ba,800,4764,8,12.0,11.91,32,3371674753,370,0,4996,4996,563,23,True,4764,223402
ba,800,4764,8,12.0,11.91,33,1601783925,366,0,4674,4674,582,26,True,4764,223454
ba,800,4764,8,12.0,11.91,34,1769572099,405,0,5464,5464,619,27,True,4764,220140
ba,800,4764,8,12.0,11.91,35,3775445857,378,0,5034,5034,578,28,True,4764,229658
ba,800,4764,8,12.0,11.91,36,3353980176,392,0,3239,3239,630,30,True,4764,216498
ba,800,4764,8,12.0,11.91,37,2285652406,391,0,6731,6731,594,22,True,4764,208950
ba,800,4764,8,12.0,11.91,38,897592818,410,0,5539,5539,642,24,True,4764,215868
ba,800,4764,8,12.0,11.91,39,595770384,387,0,4231,4231,604,24,True,4764,222524
ws,100,600,8,12.0,12.0,0,3646698161,43,0,309,309,62,4,True,600,14566
ws,100,600,8,12.0,12.0,1,1617508754,41,0,305,305,67,9,True,600,14476
ws,100,600,8,12.0,12.0,2,1647199886,43,0,384,384,67,5,True,600,14524
ws,100,600,8,12.0,12.0,3,4291372746,49,0,359,359,78,3,True,600,14508
ws,100,600,8,12.0,12.0,4,853295168,43,0,532,532,78,6,True,600,14484
ws,100,600,8,12.0,12.0,5,2690044766,49,0,242,242,83,6,True,600,14492
ws,100,600,8,12.0,12.0,6,967027293,42,0,399,399,66,5,True,600,14496
ws,100,600,8,12.0,12.0,7,1834032808,47,0,535,535,80,9,True,600,14478
ws,100,600,8,12.0,12.0,8,2284461631,45,0,391,391,76,4,True,600,14476
ws,100,600,8,12.0,12.0,9,600493110,44,0,384,384,68,4,True,600,14524
ws,100,600,8,12.0,12.0,10,1973634608,36,0,381,381,60,7,True,600,14506
ws,100,600,8,12.0,12.0,11,2352577304,50,0,803,803,77,4,True,600,14546
ws,100,600,8,12.0,12.0,12,1990752761,44,0,218,218,74,7,True,600,14522
ws,100,600,8,12.0,12.0,13,1179123293,40,0,440,440,79,10,True,600,14516
ws,100,600,8,12.0,12.0,14,3628838707,44,0,237,237,65,7,True,600,14536
ws,100,600,8,12.0,12.0,15,1551538223,48,0,467,467,80,9,True,600,14510
ws,100,600,8,12.0,12.0,16,2199514211,52,0,327,327,84,8,True,600,14504
ws,100,600,8,12.0,12.0,17,3546698988,46,0,279,279,75,4,True,600,14496
ws,100,600,8,12.0,12.0,18,2912135780,42,0,358,358,68,7,True,600,14500
ws,100,600,8,12.0,12.0,19,2671012447,50,0,276,276,72,4,True,600,14518
ws,100,600,8,12.0,12.0,20,4105811881,44,0,205,205,69,6,True,600,14502
ws,100,600,8,12.0,12.0,21,3409503180,35,0,575,575,58,9,True,600,14498
ws,100,600,8,12.0,12.0,22,3442206526,49,0,575,575,70,7,True,600,14514
ws,100,600,8,12.0,12.0,23,3722243290,36,0,209,209,63,5,True,600,14552
ws,100,600,8,12.0,12.0,24,2238698876,49,0,312,312,75,5,True,600,14532
ws,100,600,8,12.0,12.0,25,2059296018,46,0,506,506,72,7,True,600,14534
ws,100,600,8,12.0,12.0,26,1449777565,42,0,720,720,68,5,True,600,14542
ws,100,600,8,12.0,12.0,27,2291206894,45,0,279,279,71,9,True,600,14504
ws,100,600,8,12.0,12.0,28,2640757892,51,0,313,313,89,5,True,600,14502
ws,100,600,8,12.0,12.0,29,1964473946,43,0,216,216,80,5,True,600,14518
ws,100,600,8,12.0,12.0,30,3815556519,44,0,522,522,70,7,True,600,14510
ws,100,600,8,12.0,12.0,31,4166576128,43,0,628,628,69,3,True,600,14534
ws,100,600,8,12.0,12.0,32,4166366562,48,0,283,283,68,5,True,600,14496
ws,100,600,8,12.0,12.0,33,618297467,51,0,689,689,88,7,True,600,14504
ws,100,600,8,12.0,12.0,34,943609596,43,0,331,331,67,7,True,600,14524
ws,100,600,8,12.0,12.0,35,2596151252,41,0,472,472,68,7,True,600,14518
ws,100,600,8,12.0,12.0,36,2572729350,47,0,326,326,80,9,True,600,14486
ws,100,600,8,12.0,12.0,37,535067407,49,0,353,353,77,3,True,600,14480
ws,100,600,8,12.0,12.0,38,769371585,46,0,561,561,79,6,True,600,14518
ws,100,600,8,12.0,12.0,39,1384429797,41,0,252,252,61,7,True,600,14522
ws,200,1200,8,12.0,12.0,0,1027155158,92,0,1085,1085,150,14,True,1200,29020
ws,200,1200,8,12.0,12.0,1,1695837445,107,0,1253,1253,149,10,True,1200,29012
ws,200,1200,8,12.0,12.0,2,840324154,92,0,739,739,163,14,True,1200,28978
ws,200,1200,8,12.0,12.0,3,349865619,90,0,847,847,141,17,True,1200,29052
ws,200,1200,8,12.0,12.0,4,201041783,84,0,733,733,138,20,True,1200,29004
ws,200,1200,8,12.0,12.0,5,2790252086,85,0,1273,1273,138,10,True,1200,29066
ws,200,1200,8,12.0,12.0,6,3228064902,87,0,1581,1581,130,10,True,1200,28980
ws,200,1200,8,12.0,12.0,7,3555790386,103,0,968,968,174,9,True,1200,29034
ws,200,1200,8,12.0,12.0,8,870365335,86,0,1977,1977,128,12,True,1200,28988
ws,200,1200,8,12.0,12.0,9,3189256200,92,0,562,562,164,10,True,1200,29018
ws,200,1200,8,12.0,12.0,10,2245580981,95,0,756,756,138,8,True,1200,29026
ws,200,1200,8,12.0,12.0,11,2323451846,90,0,1413,1413,149,18,True,1200,29084
ws,200,1200,8,12.0,12.0,12,770206975,88,0,591,591,170,18,True,1200,29034
ws,200,1200,8,12.0,12.0,13,4207311988,93,0,1211,1211,142,10,True,1200,29000
ws,200,1200,8,12.0,12.0,14,1091983654,90,0,649,649,164,10,True,1200,28994
ws,200,1200,8,12.0,12.0,15,3025293413,87,0,858,858,140,18,True,1200,29030
ws,200,1200,8,12.0,12.0,16,213860653,90,0,1096,1096,151,14,True,1200,29082
ws,200,1200,8,12.0,12.0,17,4294802575,103,0,932,932,172,9,True,1200,29014
ws,200,1200,8,12.0,12.0,18,3738323911,94,0,959,959,153,9,True,1200,29042
ws,200,1200,8,12.0,12.0,19,660428904,80,0,1261,1261,134,17,True,1200,29016
ws,200,1200,8,12.0,12.0,20,422865580,92,0,698,698,150,15,True,1200,28988
ws,200,1200,8,12.0,12.0,21,3703600324,89,0,1154,1154,158,15,True,1200,29072
ws,200,1200,8,12.0,12.0,22,198256450,89,0,963,963,139,14,True,1200,29040
ws,200,1200,8,12.0,12.0,23,1074705296,86,0,524,524,168,13,True,1200,29006
ws,200,1200,8,12.0,12.0,24,2244517893,87,0,896,896,126,11,True,1200,29014
ws,200,1200,8,12.0,12.0,25,2676922994,96,0,1086,1086,155,11,True,1200,28950
ws,200,1200,8,12.0,12.0,26,1354465494,89,0,1255,1255,151,11,True,1200,29032
ws,200,1200,8,12.0,12.0,27,487847402,100,0,612,612,157,8,True,1200,29024
ws,200,1200,8,12.0,12.0,28,2921302469,92,0,1026,1026,144,12,True,1200,29076
ws,200,1200,8,12.0,12.0,29,1542865113,88,0,741,741,152,15,True,1200,29072
ws,200,1200,8,12.0,12.0,30,3321531871,90,0,724,724,144,15,True,1200,29014
ws,200,1200,8,12.0,12.0,31,841187939,94,0,1611,1611,146,9,True,1200,29048
ws,200,1200,8,12.0,12.0,32,4229900302,85,0,518,518,146,13,True,1200,29076
ws,200,1200,8,12.0,12.0,33,2276670100,89,0,992,992,146,13,True,1200,29022
ws,200,1200,8,12.0,12.0,34,3125339394,95,0,1495,1495,153,11,True,1200,29056
ws,200,1200,8,12.0,12.0,35,368659531,80,0,620,620,134,13,True,1200,29022
ws,200,1200,8,12.0,12.0,36,2421791479,102,0,1690,1690,155,9,True,1200,29036
ws,200,1200,8,12.0,12.0,37,2836566744,88,0,1258,1258,144,16,True,1200,29014
ws,200,1200,8,12.0,12.0,38,1111194777,85,0,1436,1436,144,15,True,1200,29022
ws,200,1200,8,12.0,12.0,39,593284935,75,0,1086,1086,142,20,True,1200,29026
ws,400,2400,8,12.0,12.0,0,2877760675,172,0,2244,2244,279,14,True,2400,58084
ws,400,2400,8,12.0,12.0,1,4188169247,184,0,2027,2027,289,19,True,2400,58098
ws,400,2400,8,12.0,12.0,2,1683262461,183,0,1995,1995,283,22,True,2400,58098
ws,400,2400,8,12.0,12.0,3,521500475,182,0,2945,2945,306,27,True,2400,58084
ws,400,2400,8,12.0,12.0,4,1479517620,178,0,2333,2333,296,30,True,2400,58032
ws,400,2400,8,12.0,12.0,5,2907667349,171,0,1979,1979,277,22,True,2400,58040
ws,400,2400,8,12.0,12.0,6,1622097500,181,0,2230,2230,285,18,True,2400,58120
ws,400,2400,8,12.0,12.0,7,4104176318,190,0,2859,2859,300,20,True,2400,58042
ws,400,2400,8,12.0,12.0,8,3149094033,186,0,1670,1670,322,22,True,2400,58042
ws,400,2400,8,12.0,12.0,9,572057197,190,0,2385,2385,314,21,True,2400,58036
ws,400,2400,8,12.0,12.0,10,1878582014,185,0,2777,2777,308,27,True,2400,58010
ws,400,2400,8,12.0,12.0,11,4289674136,190,0,2088,2088,307,24,True,2400,58052
ws,400,2400,8,12.0,12.0,12,1378661990,178,0,1414,1414,294,20,True,2400,58068
ws,400,2400,8,12.0,12.0,13,625236876,184,0,2532,2532,315,25,True,2400,58062
ws,400,2400,8,12.0,12.0,14,1269665603,188,0,1867,1867,307,19,True,2400,58058
ws,400,2400,8,12.0,12.0,15,302857130,177,0,2179,2179,295,25,True,2400,58082
ws,400,2400,8,12.0,12.0,16,660475090,185,0,2361,2361,308,29,True,2400,58046
ws,400,2400,8,12.0,12.0,17,77624920,180,0,2336,2336,285,18,True,2400,58030
ws,400,2400,8,12.0,12.0,18,258044184,180,0,4395,4395,287,29,True,2400,58026
ws,400,2400,8,12.0,12.0,19,2819418085,167,0,2298,2298,287,39,True,2400,58074
ws,400,2400,8,12.0,12.0,20,3854031461,183,0,3166,3166,323,26,True,2400,57996
ws,400,2400,8,12.0,12.0,21,1666886065,185,0,1689,1689,299,19,True,2400,58132
ws,400,2400,8,12.0,12.0,22,3227880770,184,0,2784,2784,304,29,True,2400,58006
ws,400,2400,8,12.0,12.0,23,353999738,180,0,2807,2807,301,29,True,2400,58046
ws,400,2400,8,12.0,12.0,24,2919003997,190,0,1498,1498,311,23,True,2400,58044
ws,400,2400,8,12.0,12.0,25,3700458283,188,0,1732,1732,300,22,True,2400,58062
ws,400,2400,8,12.0,12.0,26,2172776283,184,0,2246,2246,309,21,True,2400,58052
ws,400,2400,8,12.0,12.0,27,4159388342,161,0,1312,1312,272,29,True,2400,57972
ws,400,2400,8,12.0,12.0,28,3761276812,182,0,2203,2203,306,27,True,2400,58054
ws,400,2400,8,12.0,12.0,29,2547605458,167,0,1740,1740,274,36,True,2400,58034
ws,400,2400,8,12.0,12.0,30,1009332640,183,0,1904,1904,292,25,True,2400,57974
ws,400,2400,8,12.0,12.0,31,1014170332,186,0,2530,2530,293,21,True,2400,58104
ws,400,2400,8,12.0,12.0,32,1680383306,177,0,2791,2791,305,20,True,2400,58078
ws,400,2400,8,12.0,12.0,33,2294974133,178,0,2543,2543,306,20,True,2400,58052
ws,400,2400,8,12.0,12.0,34,1262682380,176,0,1403,1403,303,26,True,2400,58048
ws,400,2400,8,12.0,12.0,35,3941182918,176,0,1769,1769,285,31,True,2400,58072
ws,400,2400,8,12.0,12.0,36,1640503731,190,0,1784,1784,303,21,True,2400,58090
ws,400,2400,8,12.0,12.0,37,1294897735,203,0,2341,2341,323,18,True,2400,58094
ws,400,2400,8,12.0,12.0,38,3456503879,181,0,2183,2183,310,29,True,2400,58050
ws,400,2400,8,12.0,12.0,39,94049068,188,0,1731,1731,312,19,True,2400,58114
ws,800,4800,8,12.0,12.0,0,424347908,355,0,6519,6519,550,39,True,4800,116112
ws,800,4800,8,12.0,12.0,1,553346314,371,0,4774,4774,634,42,True,4800,116164
ws,800,4800,8,12.0,12.0,2,3562441996,371,0,4651,4651,594,41,True,4800,116124
ws,800,4800,8,12.0,12.0,3,1140080605,367,0,4971,4971,594,50,True,4800,116168
ws,800,4800,8,12.0,12.0,4,1377523297,375,0,3593,3593,630,48,True,4800,116104
ws,800,4800,8,12.0,12.0,5,4266902625,366,0,6844,6844,587,47,True,4800,116154
ws,800,4800,8,12.0,12.0,6,541854416,362,0,4527,4527,568,42,True,4800,116106
ws,800,4800,8,12.0,12.0,7,1177857019,367,0,5435,5435,625,56,True,4800,116088
ws,800,4800,8,12.0,12.0,8,2937033084,355,0,4546,4546,578,49,True,4800,116126
ws,800,4800,8,12.0,12.0,9,175164498,388,0,4328,4328,677,51,True,4800,115992
ws,800,4800,8,12.0,12.0,10,2258546387,360,0,3724,3724,582,58,True,4800,116108
ws,800,4800,8,12.0,12.0,11,2911208634,352,0,5030,5030,590,59,True,4800,116044
ws,800,4800,8,12.0,12.0,12,4023595544,367,0,5594,5594,579,52,True,4800,116138
ws,800,4800,8,12.0,12.0,13,3749180467,360,0,5159,5159,601,56,True,4800,116128
ws,800,4800,8,12.0,12.0,14,1424130052,343,0,5163,5163,548,50,True,4800,116090
ws,800,4800,8,12.0,12.0,15,592311578,384,0,5070,5070,615,48,True,4800,116044
ws,800,4800,8,12.0,12.0,16,3917806532,356,0,5393,5393,608,56,True,4800,116070
ws,800,4800,8,12.0,12.0,17,333093726,372,0,4890,4890,620,48,True,4800,116112
ws,800,4800,8,12.0,12.0,18,2550879806,367,0,3286,3286,615,56,True,4800,116138
ws,800,4800,8,12.0,12.0,19,2551018968,350,0,3828,3828,583,54,True,4800,116116
ws,800,4800,8,12.0,12.0,20,2364375623,391,0,3974,3974,614,41,True,4800,116096
ws,800,4800,8,12.0,12.0,21,1088580696,355,0,5006,5006,566,56,True,4800,116116
ws,800,4800,8,12.0,12.0,22,73668275,354,0,3927,3927,573,53,True,4800,116168
ws,800,4800,8,12.0,12.0,23,3218504038,366,0,5632,5632,627,54,True,4800,116142
ws,800,4800,8,12.0,12.0,24,69660939,369,0,6904,6904,617,57,True,4800,116010
ws,800,4800,8,12.0,12.0,25,13564900,366,0,4506,4506,582,41,True,4800,116180
ws,800,4800,8,12.0,12.0,26,2993566700,346,0,4202,4202,574,60,True,4800,116020
ws,800,4800,8,12.0,12.0,27,1686745688,362,0,5587,5587,595,46,True,4800,116180
ws,800,4800,8,12.0,12.0,28,2978728451,377,0,6857,6857,634,50,True,4800,116128
ws,800,4800,8,12.0,12.0,29,2312208482,350,0,4457,4457,543,47,True,4800,116192
ws,800,4800,8,12.0,12.0,30,1385163402,358,0,5714,5714,579,51,True,4800,116148
ws,800,4800,8,12.0,12.0,31,1605156306,375,0,3951,3951,626,46,True,4800,116150
ws,800,4800,8,12.0,12.0,32,1809397288,364,0,4026,4026,623,53,True,4800,116184
ws,800,4800,8,12.0,12.0,33,608739407,373,0,4489,4489,584,40,True,4800,116148
ws,800,4800,8,12.0,12.0,34,3051074383,378,0,5391,5391,598,49,True,4800,116230
ws,800,4800,8,12.0,12.0,35,3046924184,368,0,4499,4499,618,53,True,4800,116104
